Mes,Receita_Mensal,Gastos_Fixos,Gastos_Variaveis,Parcela_Divida,Saldo_Mensal,Saldo_Acumulado
2023-12,9941.279372784515,5719.212195585563,2497.018169027167,2951.6744823809818,-1226.625474209197,-1226.625474209197
2023-12,11994.158524608261,4855.648056512033,3221.0526867818144,1326.2088958896043,2591.2488854248095,1364.6234112156126
2023-12,11252.058708520515,3854.237220880458,2438.25094138015,886.2143373712804,4073.3562088886265,5437.979620104239
2023-12,12650.304508679597,2392.7874759684382,3474.738473126843,1419.310534304615,5363.468025279701,10801.44764538394
2023-12,17385.195790554782,7154.5349719581045,4449.630582613104,2659.7788179191616,3121.251418064412,13922.699063448352
2023-12,16251.976680082364,6422.327005199528,3689.719682695124,2778.199425765946,3361.7305664217656,17284.429629870116
2023-12,12408.712168402642,7808.568808678085,1884.0416311838658,2218.7373634594232,497.3643650812701,17781.793994951386
2023-12,8805.895795095224,4681.595037186717,3051.1887371711896,2110.501610767924,-1037.3895900306052,16744.40440492078
2023-12,18089.134296396238,5976.919244071869,4760.046545988938,1624.258303064553,5727.910203270878,22472.314608191657
2023-12,12658.06453115966,5377.078024579832,1712.7236642362593,1089.7065760957162,4478.556266247851,26950.870874439508
2023-12,14937.67452403813,6489.646414940752,1527.4715566616956,1215.9696628415745,5704.586889594108,32655.457764033614
2023-12,15461.083575617651,3871.2056759038533,4499.260740137795,2564.238308208037,4526.3788513679665,37181.83661540158
2023-12,8935.848227458222,3450.1589669513096,4414.761560154186,683.5365163692348,387.39118398349274,37569.22779938507
2023-12,9473.380797258924,5917.545336891462,1812.6632697118093,2129.540476748328,-386.3682860926747,37182.859513292395
2023-12,7812.7405530414435,2876.036849147501,2848.289757498157,984.7844393697274,1103.6295070260585,38286.489020318455
2024-01,6048.195895503526,2469.679282002032,3391.119823957359,2968.4381315349137,-2781.041341990778,35505.44767832768
2024-01,11318.618390573913,7238.1037456137165,3113.6823817162226,1449.975761169822,-483.14349792584835,35022.30418040183
2024-01,12696.26753954391,5373.4383518302475,2768.59608892871,2414.982112523639,2139.2509862613133,37161.55516666314
2024-01,13292.01400677935,4109.003114132132,1975.9619237623367,2703.193468448862,4503.8555004360205,41665.41066709916
2024-01,9101.19795526844,7107.800348432778,3747.0839155884605,1553.7909196506562,-3307.4772284034534,38357.933438695705
2024-01,14575.298199551238,2770.264329618779,2314.636197290776,1461.885004925813,8028.51266771587,46386.446106411575
2024-01,13629.457471869604,2885.659461061141,4467.0048872029765,1188.9104744580795,5087.8826491474065,51474.32875555898
2024-01,12015.711906531807,2108.106537832015,4138.009147345449,2764.3919282836264,3005.2042930707175,54479.533048629695
2024-01,7292.342076891494,3873.421773200432,1058.9871205171924,585.6133953511907,1774.3197878226783,56253.85283645237
2024-01,14132.538828179742,3605.2034549464865,1395.6284383581365,2615.6181299331442,6516.0888049419755,62769.94164139435
2024-01,19331.49829027903,4551.339589202973,4479.787096646205,950.2455638960079,9350.126040533843,72120.0676819282
2024-01,5654.01107153183,6968.904270112033,4234.1566758587915,2061.8891082857394,-7610.938982724734,64509.12869920346
2024-01,6770.455797599457,4517.842498546288,4992.025444753488,1422.368857225475,-4161.7810029257935,60347.34769627766
2024-01,10441.270949512473,7012.202229909701,1516.4597300347177,1744.3721744634063,168.23681510464849,60515.58451138231
2024-01,7189.31518942889,2356.271985595511,3294.7008447807293,1130.807374052195,407.534985000455,60923.119496382766
2024-01,10243.631060984433,7994.712622658005,4579.136243235442,1437.801165417441,-3768.018970326455,57155.10052605631
2024-01,10781.101552184722,3356.7100004271642,1542.0369089767237,1238.8461184829725,4643.508524297862,61798.60905035417
2024-01,17450.74765837672,2875.9107249948784,1750.1885004539536,2400.7557818085547,10423.892651119333,72222.5017014735
2024-01,10148.942567970473,5040.674810165438,4585.927659531324,2432.86396471392,-1910.5238664402095,70311.97783503329
2024-01,11991.703112284977,5709.569935138956,4801.057378106843,1680.7577497923548,-199.68195075317635,70112.29588428012
2024-01,9034.019337941365,4189.5427066520815,4847.5510919402095,1549.3640697756355,-1552.4385304265597,68559.85735385356
2024-01,8767.340165339598,2860.766657303951,2210.9621898737996,2532.971689805595,1162.6396283562526,69722.4969822098
2024-01,15391.272845850479,2064.980663474736,1483.405087762564,1155.974586168851,10686.912508444328,80409.40949065413
2024-01,8359.680232975243,5143.2938813914925,2151.083875366856,1852.7311190703244,-787.4286428534306,79621.9808478007
2024-01,6761.121368487604,3011.766617687169,2069.423968909062,2781.6067399976096,-1101.675958106236,78520.30488969447
2024-01,5796.927393234594,3287.805821069953,2787.1672044470643,1858.8986477829685,-2136.9442800653915,76383.36060962908
2024-01,13752.359726295872,2824.9860298769268,1024.9496184165685,1170.2765709373239,8732.147507065052,85115.50811669412
2024-01,8422.353676474955,4407.708160821821,3798.973993715312,1877.8358656812247,-1662.1643437434032,83453.34377295073
2024-01,18717.416346336573,6504.502183349364,2677.534126841095,2057.4393771925024,7477.940658953612,90931.28443190434
2024-01,15365.188024470364,2842.7107415041673,3854.8911870796624,1842.963292652677,6824.622803233857,97755.90723513819
2024-01,19831.179722454064,4632.296467824433,2579.6854567013343,502.31161582760933,12116.886182100687,109872.79341723888
2024-01,10203.680688365586,3909.8333452556963,2150.619060255986,2427.6271182008154,1715.6011646530897,111588.39458189197
2024-01,10176.076575085768,6898.102691611016,4593.4335633518895,2503.332063958868,-3818.7917438360055,107769.60283805597
2024-01,11277.651955316156,5816.343906666898,1649.2496657325123,531.6257606232398,3280.432622293507,111050.03546034948
2024-01,11075.556832891485,4620.111892136766,1303.5169001529798,1866.800953130091,3285.1270874716474,114335.16254782112
2024-01,12945.815765511386,5895.956195400648,2152.7463771352063,1395.694512150425,3501.418680825107,117836.58122864623
2024-01,6045.938406311396,6974.7251046465235,1156.976222513503,2937.1531401029333,-5022.916060951564,112813.66516769466
2024-01,7505.481692549025,4120.155144733275,4388.497779713558,611.6120644833959,-1614.7832963812034,111198.88187131347
2024-01,10046.21690501154,3708.720921828181,2502.391808426207,1849.9422050268256,1985.1619697303267,113184.0438410438
2024-01,13654.962599674524,5658.175930195326,3677.5762508952166,1716.6806669752348,2602.5297516087467,115786.57359265254
2024-01,11646.763572827494,3919.1591527847495,4237.000439423684,2835.2995003509473,655.3044802681143,116441.87807292065
2024-01,17190.508207521918,6701.108994815752,2636.9728011964,1805.4303196669866,6046.996091842779,122488.87416476343
2024-01,16690.687174859308,2236.0431032559964,2884.056542176978,1317.5185543965913,10253.068975029742,132741.94313979318
2024-01,9482.93552981916,3748.251278410179,2715.180437129168,2429.10928934359,590.3945249362241,133332.3376647294
2024-02,10939.00274734509,7796.942305155695,2714.0337845945705,568.6219813355058,-140.59532374068112,133191.7423409887
2024-02,9446.848204046071,2261.941455944377,1332.0564959033923,2407.5531941460968,3445.297058052205,136637.03939904092
2024-02,5199.931613772227,5165.864406402129,1368.4785438447084,967.3116219817753,-2301.7229584563847,134335.31644058455
2024-02,18844.290765437414,7425.034807242629,2834.3864904861866,1761.1063940625381,6823.76307364606,141159.0795142306
2024-02,13604.186214959518,2205.902152339228,4038.2827820999973,689.5429111951585,6670.458369325135,147829.53788355575
2024-02,19149.393651026865,2981.762399698978,4898.070979317896,1206.2651583681018,10063.295113641889,157892.83299719763
2024-02,5088.800515261122,7991.7948508424515,1139.8856000519388,1633.4937596134434,-5676.373695246712,152216.45930195093
2024-02,16828.807360657018,5229.336440697317,1578.885172576487,2951.4571567560088,7069.128590627206,159285.58789257813
2024-02,6495.324010782902,3428.659752974744,2705.8747383312043,1089.1313973034567,-728.3418778265032,158557.24601475164
2024-02,11193.256503118078,2373.1779988196795,1971.7689997976472,1622.9182078176893,5225.391296683063,163782.6373114347
2024-02,16500.154894165622,5029.332911581594,3364.8775634451536,2318.0882095293746,5787.856209609499,169570.4935210442
2024-02,17839.65670169406,6048.373168435883,3683.7550066840795,2430.7509491867354,5676.777577387364,175247.27109843158
2024-02,18466.98945306134,7946.105532020604,4751.864516067083,941.9783992711459,4827.041005702506,180074.3121041341
2024-02,6654.727254505124,5562.484812119703,1120.474444028075,1607.5503272956823,-1635.782328938336,178438.52977519576
2024-02,8637.321749255945,4198.113187768307,3695.5698042577687,2052.7249122098733,-1309.0861549800047,177129.44362021575
2024-02,14755.29985854033,7320.5799198397435,4202.853072089132,597.0536388306142,2634.81322778084,179764.25684799658
2024-02,7437.877732032835,7475.900038720302,2020.4612741832907,1756.1281463512832,-3814.6117272220417,175949.64512077454
2024-02,19133.665746195016,4165.768434374164,2602.6847276983854,2705.19263017013,9660.019953952336,185609.6650747269
2024-02,10528.059589555258,3775.7783481680676,1111.7986404891167,895.8126327534844,4744.669968144589,190354.33504287148
2024-02,11071.290932332562,4851.456423187322,1418.6577785015188,1179.2085579729178,3621.968172670804,193976.30321554228
2024-02,9499.652404912362,6779.54621505143,2993.748174400406,2938.214478053481,-3211.856462592954,190764.44675294933
2024-02,16415.085679433992,2886.2832558893556,1808.6886588452376,962.5445635206823,10757.569201178718,201522.01595412806
2024-02,7011.372585761297,5723.885470580608,4432.168851375251,1643.5874923396113,-4788.269228534173,196733.7467255939
2024-02,10645.773414588008,2999.783294969046,1600.7843588588373,1300.116003961034,4745.0897567990905,201478.83648239297
2024-02,14878.994796583904,4093.8498807697274,2596.3221538543703,2644.00747098502,5544.815290974786,207023.65177336775
2024-02,15932.297957297567,6807.339614188418,3264.6118572259143,2668.8888679852507,3191.457617897984,210215.10939126572
2024-02,17433.342839574856,5131.108532496303,2210.3110662006284,2997.150122648412,7094.773118229512,217309.88250949525
2024-02,8333.009699654402,6280.6747301708765,2334.0518450472114,529.4244382723,-811.1413138359858,216498.74119565927
2024-02,13768.995641248992,4567.7965288790165,2347.476377411091,1089.7702769000055,5763.9524580588795,222262.69365371816
2024-02,16974.374837722542,7664.133147922509,3509.868828646665,642.0563185623591,5158.316542591008,227421.01019630916
2024-02,10980.261889172687,2448.8952794893376,4193.310246704891,1764.1430368744057,2573.9133261040533,229994.9235224132
2024-02,7132.821295708675,4650.494754726667,1174.7623114443345,1346.6771864992425,-39.11295696156867,229955.81056545165
2024-02,14977.294759853605,4626.200096267492,1260.5975961463676,2407.683143779977,6682.813923659769,236638.62448911142
2024-02,13493.788158528703,3636.041330114893,2572.6144350945374,1031.7642467430694,6253.368146576203,242891.9926356876
2024-02,8813.67266359093,3953.0987540367482,1964.4790226163173,1312.4599864358702,1583.6349005019947,244475.6275361896
2024-02,9586.877748338597,7186.491113826546,1267.9871103666596,2010.5062343284217,-878.1067101830304,243597.52082600657
2024-02,15198.514253816651,5325.231899638427,1536.4476001683793,2352.308697347785,5984.52605666206,249582.04688266863
2024-02,16518.43589854445,7536.899098845169,2542.3641460622994,1620.967386241611,4818.205267395369,254400.25215006399
2024-02,9831.050663822414,5289.900366127176,3078.051481340178,2738.091279769376,-1274.9924634143154,253125.25968664966
2024-02,8759.186027423853,6386.443086388676,3198.096482935526,1133.4799307517856,-1958.8334726521352,251166.42621399753
2024-02,18263.707940330663,7777.674142091832,4483.116751081514,1354.9896862171972,4647.927360940119,255814.35357493765
2024-03,9866.100989314096,2166.2452747566062,1554.6820180103236,2360.790961011105,3784.382735536061,259598.7363104737
2024-03,19805.82089231493,4907.595990074104,4501.08795406551,2420.7151264814793,7976.421821693835,267575.15813216753
2024-03,19899.294578318513,3414.0730664538914,1568.0582370279926,2085.300170876849,12831.86310395978,280407.0212361273
2024-03,9902.074660906557,2701.375334892668,2254.556070245924,2607.1142227035057,2339.0290330644602,282746.05026919174
2024-03,5499.8126386480135,3303.43922818084,1033.7610401652455,2982.8010954833308,-1820.1887251814023,280925.86154401035
2024-03,8445.27109678985,4510.4333720256345,2569.8873880080446,1808.1638330444503,-443.213496288281,280482.64804772206
2024-03,10196.102631184776,5056.363593720408,1776.2112070973299,2459.870863954687,903.6569664123508,281386.3050141344
2024-03,5708.1494789126145,2308.2247543712842,2874.8965925847597,526.0601834913216,-1.03205153475119,281385.27296259964
2024-03,12080.928387114867,6857.689212263161,2575.2501930602884,2805.7665132348457,-157.7775314434275,281227.4954311562
2024-03,15641.22417118364,5344.268868799257,3445.2809952847047,2859.2483112093505,3992.4259958903276,285219.92142704653
2024-03,16429.269214262946,7997.715293746595,4782.550517526757,1405.7927580162896,2243.2106449733037,287463.13207201986
2024-03,10935.30885040765,4281.524461629426,3581.366895639377,2904.297623157238,168.11986998160864,287631.25194200146
2024-03,5679.2964413755135,3316.71740674165,3964.127516134519,1776.4966232181807,-3378.045104718837,284253.20683728263
2024-03,17235.73482154216,4372.777489727816,1432.8369505603184,2898.554338598859,8531.566042655166,292784.7728799378
2024-03,8553.992606276142,6493.483317889391,1504.026011627804,2623.209079124403,-2066.725802365456,290718.0470775723
2024-03,19983.429987329888,5007.564474034277,2419.530177403355,1244.4485518984443,11311.886783993812,302029.9338615661
2024-03,14257.34278020828,7302.242038781056,3982.8776772692327,2568.031699438432,404.1913647195597,302434.12522628566
2024-03,13374.790276572297,2833.12163243121,1506.7833429395528,1898.9195430815932,7135.965758119942,309570.0909844056
2024-03,15117.951022214635,7097.264474085356,2015.8876501082873,2361.7697659826035,3643.0291320383876,313213.120116444
2024-03,9822.950820981747,5669.702892133337,2758.17702187556,551.4679015451816,843.6030054276689,314056.7231218717
2024-03,6902.046696582518,4745.661967686769,2715.3085151481464,2051.9198714969216,-2610.8436577493194,311445.8794641224
2024-03,7568.758950480937,6288.541253824605,2560.992107965871,965.8642445756877,-2246.638655885228,309199.24080823717
2024-03,5326.023551068809,5304.096953458156,3526.338697977708,2599.064381253885,-6103.476481620941,303095.76432661625
2024-03,12184.070445853278,6570.654076666508,1404.9000336607965,1713.5132594848835,2495.00307604109,305590.76740265737
2024-03,14323.220212429074,6979.718467638374,1126.4543662241908,2395.192033213775,3821.8553453527347,309412.6227480101
2024-03,11579.001965588932,5596.157068662551,2590.110901337407,2890.259783247124,502.4742123418491,309915.0969603519
2024-03,7509.909292747096,5508.0119602277055,1973.5177170829159,2174.053821862144,-2145.6742064256687,307769.42275392625
2024-03,16835.692010935923,3631.0239726823065,3772.50334318265,2854.326039149906,6577.838655921061,314347.2614098473
2024-03,14577.458265764566,5747.1356160970945,3889.4017890787463,1255.7005426664107,3685.2203179223143,318032.4817277696
2024-03,15006.50618112695,2644.5669970709273,2918.1637700272704,2466.198410842224,6977.577003186529,325010.0587309561
2024-03,15700.370617559556,5284.4798173169365,1836.6362272771069,1019.131938858744,7560.122634106769,332570.1813650629
2024-03,10024.146287919193,7995.707670573129,3245.497018273505,1006.5167562298692,-2223.575157157309,330346.60620790557
2024-03,7278.883898368476,6409.165922234202,2107.2619287645457,2704.5125708077244,-3942.0565234379974,326404.54968446755
2024-03,14105.32349471781,2504.0631292862136,1034.8181535065132,2060.4126391606374,8506.029572764446,334910.579257232
2024-03,19085.58079617353,6593.031761040293,2539.1154975514974,2461.738465979449,7491.695071602291,342402.2743288343
2024-03,14214.714957032957,2667.953179686521,2599.8710767050898,1087.9732868106344,7858.917413830712,350261.191742665
2024-03,8563.392994616243,7237.0075239155585,4022.2447778036712,2122.5010534544585,-4818.360360557444,345442.8313821076
2024-03,17393.41837952972,7176.6687194472115,1535.3309925611036,2615.880174271556,6065.538493249849,351508.3698753574
2024-03,5141.338683779994,3311.0419797812383,2160.9234893226203,1512.9376881509424,-1843.5644734748066,349664.8054018826
2024-03,16475.147407724817,5117.819061308861,4750.540380112827,1183.6558052260784,5423.13216107705,355087.9375629597
2024-03,8717.301644570067,6508.217414300411,3730.309088639568,2776.86390894602,-4298.088767315932,350789.8487956437
2024-03,16296.859236215601,5372.582472888253,4362.96572988633,850.5828910592106,5710.728142381809,356500.57693802554
2024-03,18714.158648289515,6816.213601355127,2955.410408150665,1846.868635349689,7095.666003434035,363596.2429414596
2024-03,7288.531908692293,6680.327061903297,3336.0607919738472,2108.2977664751047,-4836.153711659957,358760.08922979963
2024-03,5061.477455298787,5306.83810363868,3963.887751916244,1422.2729001913035,-5631.521300447439,353128.56792935217
